0.050831135	-0.026300991	-0.047042716	0.05320031	0.043123804	-0.044081185	0.013592561	-0.013277314	0.004291294	-0.024260726	0.03821108	-0.00012520209	-0.04987509	-0.07709036	-0.07577653	0.04806598
0.0069803963	0.04151995	0.08052521	0.111400105	0.028209198	-0.059191383	0.063350886	0.008598624	0.10474775	0.029001126	-0.07376664	-0.04579659	0.08360151	-0.11149303	-0.055387158	0.046375766
0.04908145	-0.031247804	0.06727257	0.083311416	0.10084163	-0.038550306	-0.001955681	-0.0043424866	0.08610552	0.040708486	-0.095617674	-0.115547635	0.0036592598	-0.16706288	-0.15198098	0.11269344
0.3036545	-0.25026327	-0.19360295	-0.20948443	-0.26820475	0.320828	-0.30055645	-0.22937982	-0.18169005	-0.21495508	0.2469764	0.23330021	-0.24719234	0.35513332	-0.10712227	0.064453274
0.038203165	-0.020668723	-0.07410732	0.030471057	-0.015056529	0.039105244	-0.027854957	-0.081041396	0.0025787107	-0.051903307	0.08565336	0.046533566	-0.03922041	0.002607843	-0.10011908	0.1055006
0.022656607	0.0012360992	0.013245563	0.06750189	0.04453956	-0.049210418	0.027920075	0.019691505	0.025908135	0.033358887	0.046542376	-0.074164085	0.006375738	-0.054186553	-0.06310138	0.013073335
0.20391217	-0.17808743	-0.20589581	-0.19627725	-0.22596002	0.22402419	-0.23213027	-0.20976709	-0.14793149	-0.24372515	0.21010289	0.18354698	-0.2635686	0.30191508	-0.19905655	0.12590988
-0.022143649	-0.00993853	-0.01133726	0.021081956	0.013807309	-0.06519011	0.0014345509	0.010297695	0.08440057	0.013760663	-0.075012125	-0.07427798	0.060582947	-0.03979198	-0.062078938	0.02903569
0.23429942	-0.26228526	-0.19162652	-0.21861199	-0.21681952	0.27199885	-0.2278056	-0.24393456	-0.18821764	-0.18521696	0.2400026	0.2087113	-0.20883252	0.23750575	-0.19836436	0.22950853
0.029322704	-0.041485064	-0.0083507225	-0.0040841633	0.01272856	-0.018536275	-0.06793465	-0.046318226	-0.029405903	0.008932873	0.00069783384	-0.014359938	0.0057306066	-0.044303406	-0.11435141	0.07442196
